,time,id,x,y,z,velocity,angle of motion,facing angle
15958286,1351074023.273,19192000,35299,-17422,1475.366,1018.903,-0.107,-0.121
15958301,1351074023.314,19192000,35335,-17436,1488.942,1034.6019999999999,-0.109,-0.12
15958316,1351074023.359,19192000,35387,-17456,1482.511,1038.125,-0.092,-0.10400000000000001
15958331,1351074023.402,19192000,35433,-17465,1477.119,1057.369,-0.09699999999999999,-0.092
15958346,1351074023.445,19192000,35469,-17483,1473.243,1142.6480000000001,-0.086,-0.102
15958361,1351074023.4910002,19192000,35524,-17501,1474.3629999999998,1141.354,-0.094,-0.127
15958376,1351074023.532,19192000,35574,-17508,1485.389,1170.345,-0.105,-0.161
15958391,1351074023.576,19192000,35610,-17506,1488.3020000000001,1081.279,-0.1,-0.132
15958406,1351074023.621,19192000,35656,-17503,1497.579,1064.542,-0.1,-0.106
15958421,1351074023.663,19192000,35699,-17509,1491.461,1037.388,-0.155,-0.10400000000000001
15958436,1351074023.706,19192000,35739,-17519,1486.976,1017.2719999999999,-0.162,-0.128
15958451,1351074023.7480001,19192000,35794,-17531,1481.3470000000002,990.683,-0.102,-0.146
15958466,1351074023.7910001,19192000,35834,-17534,1474.421,926.544,-0.062,-0.105
15958482,1351074023.833,19192000,35876,-17539,1469.246,882.43,-0.016,-0.027999999999999997
15958498,1351074023.875,19192000,35926,-17531,1467.3139999999999,839.498,0.054000000000000006,0.001
15958514,1351074023.919,19192000,35977,-17531,1460.276,862.7639999999999,0.03,-0.027999999999999997
15958530,1351074023.962,19192000,35993,-17536,1454.183,842.557,-0.004,-0.015
15958546,1351074024.007,19192000,36018,-17544,1462.7020000000002,794.915,-0.07200000000000001,-0.011000000000000001
15958562,1351074024.052,19192000,36033,-17541,1464.372,827.709,-0.024,-0.006999999999999999
15958578,1351074024.095,19192000,36065,-17548,1456.029,793.9760000000001,-0.031,-0.015
15958594,1351074024.135,19192000,36097,-17529,1474.225,771.439,0.054000000000000006,0.003
15958610,1351074024.179,19192000,36147,-17526,1478.4379999999999,755.752,0.062,0.009000000000000001
15958626,1351074024.22,19192000,36189,-17529,1473.747,748.3710000000001,0.046,-0.019
15958642,1351074024.262,19192000,36234,-17538,1490.75,729.452,-0.053,-0.076
15958658,1351074024.301,19192000,36272,-17550,1494.079,769.73,-0.11699999999999999,-0.1
15958674,1351074024.345,19192000,36319,-17580,1486.844,820.061,-0.225,-0.17800000000000002
15958690,1351074024.388,19192000,36369,-17599,1477.254,878.172,-0.28600000000000003,-0.237
15958706,1351074024.431,19192000,36387,-17613,1472.5839999999998,894.2810000000001,-0.326,-0.28
15958722,1351074024.473,19192000,36440,-17626,1468.273,929.132,-0.254,-0.307
15958738,1351074024.514,19192000,36482,-17640,1463.8139999999999,956.572,-0.31,-0.332
15958754,1351074024.558,19192000,36541,-17645,1462.506,994.695,-0.28600000000000003,-0.35200000000000004
15958770,1351074024.599,19192000,36584,-17661,1458.9579999999999,1013.7339999999999,-0.317,-0.361
15958786,1351074024.641,19192000,36619,-17679,1455.4289999999999,1025.438,-0.33899999999999997,-0.35100000000000003
15958802,1351074024.684,19192000,36673,-17701,1450.297,1050.71,-0.366,-0.361
15958818,1351074024.728,19192000,36723,-17706,1440.499,1081.195,-0.342,-0.36
15958834,1351074024.775,19192000,36750,-17708,1430.898,1028.941,-0.373,-0.294
15958850,1351074024.822,19192000,36810,-17693,1427.454,1107.742,-0.267,-0.24600000000000002
15958866,1351074024.8660002,19192000,36855,-17676,1425.611,982.4019999999999,-0.198,-0.213
15958882,1351074024.909,19192000,36891,-17668,1424.0510000000002,975.42,-0.17,-0.18
15958898,1351074024.952,19192000,36933,-17658,1410.52,921.799,-0.138,-0.139
15958914,1351074024.994,19192000,36986,-17657,1408.685,940.069,-0.107,-0.109
15958930,1351074025.039,19192000,37026,-17653,1406.129,892.59,-0.174,-0.09300000000000001
15958946,1351074025.0839999,19192000,37101,-17633,1403.485,965.823,-0.145,-0.091
15958962,1351074025.13,19192000,37169,-17631,1403.088,1009.794,-0.111,-0.1
15958978,1351074025.171,19192000,37246,-17640,1403.382,1026.165,-0.105,-0.092
15958994,1351074025.213,19192000,37319,-17631,1400.34,1026.278,-0.043,-0.084
15959010,1351074025.257,19192000,37375,-17646,1400.555,1041.848,-0.085,-0.064
15959026,1351074025.303,19192000,37422,-17659,1400.526,1052.274,-0.09699999999999999,-0.057
15959042,1351074025.3439999,19192000,37469,-17658,1400.19,1123.751,-0.065,-0.052000000000000005
15959058,1351074025.3839998,19192000,37503,-17663,1400.0120000000002,1110.9260000000002,-0.124,-0.046
15959074,1351074025.426,19192000,37516,-17669,1400.01,1069.012,-0.027999999999999997,-0.034
15959090,1351074025.471,19192000,37548,-17672,1399.4560000000001,1024.173,-0.015,-0.045
15959106,1351074025.512,19192000,37574,-17691,1399.4589999999998,1025.387,-0.099,-0.077
15959122,1351074025.555,19192000,37594,-17700,1394.19,949.2589999999999,-0.091,-0.079
15959138,1351074025.598,19192000,37660,-17699,1394.138,953.8480000000001,-0.053,-0.047
15959153,1351074025.64,19192000,37724,-17690,1394.009,949.2389999999999,-0.027999999999999997,-0.077
15959168,1351074025.681,19192000,37750,-17704,1393.848,952.2280000000001,-0.18,-0.18100000000000002
15959183,1351074025.722,19192000,37797,-17727,1393.964,963.2769999999999,-0.212,-0.27699999999999997
15959197,1351074025.763,19192000,37829,-17748,1393.9289999999999,954.573,-0.308,-0.348
15959211,1351074025.803,19192000,37880,-17760,1394.07,1034.714,-0.293,-0.332
15959225,1351074025.846,19192000,37946,-17786,1399.5479999999998,1112.428,-0.3,-0.34
15959239,1351074025.892,19192000,38010,-17800,1400.1070000000002,1136.78,-0.28600000000000003,-0.28
15959253,1351074025.935,19192000,38064,-17832,1401.037,1188.527,-0.29,-0.281
15959267,1351074025.9789999,19192000,38115,-17847,1400.506,1177.625,-0.28800000000000003,-0.225
15959281,1351074026.023,19192000,38164,-17859,1399.668,1109.307,-0.322,-0.195
15959295,1351074026.063,19192000,38203,-17862,1398.6529999999998,1041.84,-0.282,-0.218
15959309,1351074026.106,19192000,38253,-17848,1397.477,1095.4660000000001,-0.233,-0.18600000000000003
15959323,1351074026.15,19192000,38266,-17830,1396.192,986.711,-0.204,-0.198
15959337,1351074026.191,19192000,38313,-17816,1395.5520000000001,997.91,-0.24,-0.23199999999999998
15959351,1351074026.2319999,19192000,38345,-17810,1399.261,927.206,-0.24100000000000002,-0.239
15959365,1351074026.273,19192000,38394,-17817,1401.6670000000001,872.8889999999999,-0.21600000000000003,-0.222
15959379,1351074026.313,19192000,38449,-17822,1407.469,899.408,-0.222,-0.222
15959393,1351074026.3539999,19192000,38473,-17828,1408.076,822.4989999999999,-0.18899999999999997,-0.22
15959407,1351074026.397,19192000,38515,-17827,1415.457,882.2139999999999,-0.204,-0.19699999999999998
15959421,1351074026.44,19192000,38558,-17833,1415.9270000000001,876.1560000000001,-0.165,-0.2
15959435,1351074026.483,19192000,38604,-17819,1415.5379999999998,828.2919999999999,-0.162,-0.129
15959449,1351074026.525,19192000,38633,-17819,1415.01,772.056,-0.073,-0.076
15959463,1351074026.567,19192000,38672,-17812,1412.207,774.5980000000001,-0.057999999999999996,-0.049
15959477,1351074026.611,19192000,38718,-17804,1410.445,740.914,-0.009000000000000001,0.001
15959491,1351074026.653,19192000,38755,-17806,1409.269,723.127,0.019,0.027000000000000003
15959505,1351074026.696,19192000,38806,-17821,1407.5729999999999,729.0269999999999,0.039,0.03
15959519,1351074026.738,19192000,38826,-17800,1406.977,705.987,0.11199999999999999,0.07400000000000001
15959533,1351074026.78,19192000,38833,-17787,1406.656,659.362,0.081,0.11
15959547,1351074026.823,19192000,38865,-17766,1412.7479999999998,674.3689999999999,0.12300000000000001,0.11900000000000001
15959561,1351074026.863,19192000,38912,-17775,1417.7879999999998,722.817,0.092,0.105
15959575,1351074026.9060001,19192000,38980,-17808,1420.861,754.8539999999999,-0.09300000000000001,0.001
15959589,1351074026.948,19192000,39043,-17832,1415.1789999999999,795.1,-0.16,-0.146
15959603,1351074026.988,19192000,39110,-17846,1423.412,948.2660000000001,-0.196,-0.184
15959617,1351074027.028,19192000,39183,-17869,1424.785,990.3789999999999,-0.26,-0.306
15959631,1351074027.071,19192000,39228,-17886,1424.6070000000002,1029.3039999999999,-0.299,-0.289
15959645,1351074027.113,19192000,39303,-17899,1424.434,1031.97,-0.221,-0.272
15959659,1351074027.155,19192000,39346,-17917,1424.055,1108.6789999999999,-0.248,-0.252
15959673,1351074027.196,19192000,39421,-17939,1423.692,1142.976,-0.16899999999999998,-0.225
15959687,1351074027.238,19192000,39495,-17943,1429.233,1174.195,-0.139,-0.195
15959701,1351074027.278,19192000,39537,-17942,1430.511,1150.359,-0.138,-0.196
15959715,1351074027.322,19192000,39600,-17941,1434.0079999999998,1136.566,-0.099,-0.16899999999999998
15959729,1351074027.368,19192000,39635,-17938,1439.9029999999998,1040.183,-0.125,-0.20199999999999999
15959743,1351074027.41,19192000,39647,-17934,1441.872,956.9730000000001,-0.132,-0.158
15959757,1351074027.45,19192000,39678,-17932,1451.942,973.145,-0.091,-0.11
15959771,1351074027.497,19192000,39722,-17918,1462.612,1004.421,-0.09,-0.064
15959785,1351074027.54,19192000,39772,-17901,1461.8239999999998,1007.033,-0.075,-0.066
15959799,1351074027.583,19192000,39804,-17892,1460.839,985.711,-0.051,-0.048
15959813,1351074027.6239998,19192000,39834,-17882,1459.5439999999999,992.238,0.025,-0.016
15959827,1351074027.669,19192000,39884,-17869,1457.905,1017.811,0.075,0.059000000000000004
15959841,1351074027.7089999,19192000,39908,-17867,1456.487,954.041,0.04,0.065
15959855,1351074027.7510002,19192000,39953,-17873,1453.884,983.6339999999999,-0.059000000000000004,-0.002
15959869,1351074027.796,19192000,40001,-17896,1451.5520000000001,984.933,-0.132,-0.07400000000000001
15959883,1351074027.839,19192000,40050,-17897,1450.775,994.187,-0.14300000000000002,-0.07400000000000001
15959897,1351074027.882,19192000,40100,-17908,1449.796,1047.857,-0.134,-0.10099999999999999
15959911,1351074027.922,19192000,40138,-17920,1450.505,1085.506,-0.147,-0.127
15959925,1351074027.965,19192000,40174,-17921,1450.521,1038.3319999999999,-0.08900000000000001,-0.122
15959939,1351074028.007,19192000,40206,-17923,1498.146,1004.2080000000001,-0.08199999999999999,-0.087
15959953,1351074028.048,19192000,40247,-17923,1498.619,988.72,-0.094,-0.099
15959967,1351074028.087,19192000,40296,-17930,1499.391,1013.6460000000001,-0.065,-0.078
15959981,1351074028.1330001,19192000,40353,-17929,1497.664,1062.137,0.018000000000000002,-0.035
15959995,1351074028.174,19192000,40392,-17932,1495.5810000000001,1059.865,0.077,-0.004
15960009,1351074028.216,19192000,40424,-17935,1493.5120000000002,1048.1660000000002,0.099,-0.002
15960023,1351074028.256,19192000,40467,-17937,1491.589,1022.98,0.094,-0.003
15960037,1351074028.296,19192000,40502,-17953,1489.306,1026.468,0.042,-0.011000000000000001
15960051,1351074028.337,19192000,40550,-17951,1488.085,1069.112,0.046,0.01
15960065,1351074028.3769999,19192000,40611,-17956,1495.6889999999999,1061.096,0.018000000000000002,-0.005
15960079,1351074028.42,19192000,40659,-17962,1505.315,1095.282,0.053,0.003
15960093,1351074028.461,19192000,40702,-17971,1504.195,1095.469,-0.024,-0.031
15960107,1351074028.507,19192000,40752,-17976,1530.104,1092.954,-0.023,-0.002
15960121,1351074028.548,19192000,40787,-17983,1528.3010000000002,1042.734,-0.025,0.01
15960135,1351074028.589,19192000,40824,-17988,1528.033,1055.59,-0.102,-0.054000000000000006
15960149,1351074028.631,19192000,40862,-17999,1526.401,1055.558,-0.14800000000000002,-0.09
15960163,1351074028.672,19192000,40906,-18008,1525.7520000000002,1006.059,-0.14300000000000002,-0.084
15960177,1351074028.713,19192000,40935,-18012,1523.3,990.6030000000001,-0.079,-0.057
15960191,1351074028.7519999,19192000,40980,-18006,1519.513,993.6569999999999,-0.024,-0.047
15960205,1351074028.793,19192000,41014,-18002,1515.839,924.8810000000001,-0.085,-0.04
15960219,1351074028.839,19192000,41053,-18027,1511.195,905.09,-0.185,-0.064
15960233,1351074028.885,19192000,41098,-18040,1508.737,867.2180000000001,-0.121,-0.059000000000000004
15960247,1351074028.926,19192000,41145,-18066,1504.344,893.4060000000001,-0.098,-0.040999999999999995
15960261,1351074028.968,19192000,41188,-18094,1531.31,801.99,-0.159,-0.114
15960275,1351074029.0110002,19192000,41206,-18102,1561.395,801.803,-0.139,-0.13699999999999998
15960289,1351074029.053,19192000,41249,-18131,1562.42,826.461,-0.18100000000000002,-0.215
15960303,1351074029.095,19192000,41294,-18161,1560.0020000000002,902.7489999999999,-0.268,-0.222
15960317,1351074029.138,19192000,41344,-18184,1557.5220000000002,971.2819999999999,-0.20199999999999999,-0.191
15960331,1351074029.177,19192000,41396,-18196,1555.52,1052.1580000000001,-0.159,-0.121
15960345,1351074029.2189999,19192000,41437,-18196,1549.1979999999999,1054.7930000000001,-0.133,-0.064
15960359,1351074029.262,19192000,41486,-18206,1563.855,1052.621,-0.1,-0.057999999999999996
15960373,1351074029.302,19192000,41523,-18195,1561.2910000000002,1006.617,-0.06,-0.034
15960387,1351074029.339,19192000,41553,-18194,1561.016,1005.8639999999999,0.001,-0.008
15960401,1351074029.38,19192000,41582,-18196,1560.382,957.0060000000001,-0.03,0.006999999999999999
15960415,1351074029.42,19192000,41605,-18198,1559.52,889.375,0.0,0.025
15960429,1351074029.462,19192000,41635,-18191,1561.473,835.547,0.083,0.07200000000000001
15960443,1351074029.506,19192000,41650,-18190,1585.4370000000001,719.262,0.109,0.10300000000000001
15960457,1351074029.547,19192000,41667,-18191,1599.9820000000002,659.013,0.102,0.083
15960471,1351074029.592,19192000,41682,-18176,1609.047,683.159,0.17800000000000002,0.10099999999999999
15960485,1351074029.6330001,19192000,41713,-18179,1605.7120000000002,693.299,0.174,0.052000000000000005
15960499,1351074029.675,19192000,41735,-18181,1602.406,729.822,0.156,0.073
15960513,1351074029.714,19192000,41778,-18177,1599.8310000000001,753.47,0.068,0.1
15960527,1351074029.754,19192000,41827,-18182,1597.493,762.576,0.147,0.156
15960541,1351074029.793,19192000,41860,-18179,1595.7,734.145,0.19699999999999998,0.155
15960555,1351074029.835,19192000,41890,-18180,1593.9279999999999,703.459,0.23399999999999999,0.17300000000000001
15960569,1351074029.878,19192000,41918,-18189,1591.442,727.025,0.115,0.141
15960583,1351074029.919,19192000,41941,-18198,1589.183,743.523,0.08800000000000001,0.102
15960597,1351074029.962,19192000,41956,-18200,1587.275,741.9989999999999,0.045,0.11599999999999999
15960611,1351074030.003,19192000,41993,-18196,1586.4489999999998,797.7080000000001,0.11699999999999999,0.11199999999999999
15960625,1351074030.045,19192000,42048,-18196,1585.501,867.694,0.037000000000000005,0.08
15960639,1351074030.085,19192000,42071,-18202,1584.3870000000002,883.8480000000001,0.071,0.1
15960653,1351074030.1260002,19192000,42123,-18221,1584.297,923.3969999999999,-0.023,0.055999999999999994
15960667,1351074030.167,19192000,42171,-18241,1584.068,949.123,-0.08900000000000001,0.006
15960681,1351074030.2089999,19192000,42237,-18253,1583.1589999999999,955.263,-0.131,-0.015
15960695,1351074030.254,19192000,42298,-18275,1582.24,984.324,-0.115,-0.046
15960709,1351074030.294,19192000,42330,-18283,1581.4460000000001,1003.304,-0.125,-0.033
15960723,1351074030.341,19192000,42368,-18287,1582.086,953.988,-0.11900000000000001,-0.040999999999999995
15960737,1351074030.3839998,19192000,42417,-18299,1582.007,982.1310000000001,-0.146,-0.044000000000000004
15960751,1351074030.426,19192000,42435,-18312,1582.2379999999998,945.5880000000001,-0.064,-0.0
15960765,1351074030.468,19192000,42481,-18301,1594.783,900.513,-0.012,-0.015
15960779,1351074030.5080001,19192000,42520,-18304,1597.87,840.5989999999999,-0.048,-0.021
15960793,1351074030.547,19192000,42539,-18301,1598.705,861.427,-0.01,-0.042
15960807,1351074030.59,19192000,42578,-18302,1595.648,850.196,-0.02,-0.049
15960821,1351074030.6339998,19192000,42630,-18314,1591.876,849.4060000000001,0.002,-0.059000000000000004
15960835,1351074030.674,19192000,42675,-18305,1588.504,821.16,0.018000000000000002,-0.024
15960849,1351074030.715,19192000,42701,-18297,1588.421,831.538,0.018000000000000002,-0.042
15960863,1351074030.755,19192000,42746,-18288,1588.1170000000002,876.732,0.022000000000000002,-0.037000000000000005
15960877,1351074030.793,19192000,42789,-18288,1587.231,874.898,-0.039,-0.07200000000000001
15960891,1351074030.833,19192000,42836,-18301,1586.8010000000002,845.98,-0.063,-0.081
15960905,1351074030.8760002,19192000,42891,-18303,1586.559,881.664,-0.065,-0.065
15960919,1351074030.917,19192000,42936,-18312,1586.089,877.194,-0.059000000000000004,-0.094
15960933,1351074030.957,19192000,42985,-18325,1585.918,848.0210000000001,-0.095,-0.07
15960947,1351074030.9989998,19192000,43024,-18326,1585.8970000000002,846.3430000000001,-0.095,-0.12300000000000001
15960961,1351074031.0410001,19192000,43052,-18335,1586.035,723.865,-0.091,-0.13
15960975,1351074031.0839999,19192000,43077,-18337,1586.102,677.5189999999999,-0.092,-0.152
15960989,1351074031.1269999,19192000,43112,-18346,1586.118,730.0830000000001,-0.18100000000000002,-0.16399999999999998
15961003,1351074031.169,19192000,43142,-18332,1586.3220000000001,741.693,-0.055999999999999994,-0.156
15961017,1351074031.21,19192000,43172,-18341,1586.4029999999998,740.424,-0.106,-0.13699999999999998
15961031,1351074031.254,19192000,43187,-18369,1586.47,699.2689999999999,-0.21600000000000003,-0.23600000000000002
15961045,1351074031.296,19192000,43219,-18396,1586.615,733.577,-0.3,-0.235
15961059,1351074031.337,19192000,43251,-18417,1586.724,716.336,-0.358,-0.21100000000000002
15961073,1351074031.378,19192000,43308,-18415,1586.817,770.9169999999999,-0.215,-0.131
15961087,1351074031.42,19192000,43364,-18417,1586.884,801.678,-0.17600000000000002,-0.086
15961101,1351074031.463,19192000,43429,-18431,1586.911,897.7139999999999,-0.142,-0.057
15961115,1351074031.504,19192000,43470,-18440,1586.971,954.74,-0.096,-0.048
15961129,1351074031.547,19192000,43516,-18443,1586.969,915.4639999999999,-0.048,-0.028999999999999998
15961143,1351074031.589,19192000,43555,-18454,1587.03,897.043,-0.013999999999999999,0.005
15961157,1351074031.628,19192000,43595,-18457,1587.0620000000001,893.977,0.016,-0.040999999999999995
15961171,1351074031.667,19192000,43626,-18449,1587.069,845.7,-0.027999999999999997,-0.031
15961185,1351074031.705,19192000,43665,-18439,1587.04,841.865,-0.054000000000000006,-0.025
15961199,1351074031.745,19192000,43713,-18434,1586.994,879.105,0.001,0.001
15961213,1351074031.786,19192000,43706,-18441,1587.1370000000002,841.123,-0.036000000000000004,0.033
15961227,1351074031.831,19192000,43743,-18429,1587.116,849.7410000000001,0.022000000000000002,0.048
15961241,1351074031.8730001,19192000,43764,-18433,1587.231,821.903,0.006999999999999999,0.046
15961255,1351074031.915,19192000,43793,-18463,1587.279,789.75,-0.064,0.025
15961269,1351074031.957,19192000,43827,-18489,1587.289,724.9810000000001,-0.063,0.025
15961283,1351074031.9989998,19192000,43875,-18521,1587.274,781.7489999999999,0.004,-0.022000000000000002
15961297,1351074032.039,19192000,43909,-18526,1587.297,782.0310000000001,-0.001,-0.005
15961311,1351074032.08,19192000,43983,-18519,1587.246,767.305,0.043,0.095
15961325,1351074032.121,19192000,44048,-18482,1587.352,812.209,0.237,0.19399999999999998
15961339,1351074032.163,19192000,44103,-18456,1587.378,839.992,0.304,0.23399999999999999
15961353,1351074032.203,19192000,44149,-18425,1587.382,869.503,0.322,0.281
15961367,1351074032.244,19192000,44191,-18409,1587.391,827.493,0.341,0.304
15961381,1351074032.285,19192000,44217,-18390,1587.411,849.457,0.42100000000000004,0.33
15961395,1351074032.325,19192000,44258,-18366,1587.42,926.5210000000001,0.376,0.34600000000000003
15961409,1351074032.368,19192000,44295,-18352,1587.42,1017.0169999999999,0.304,0.33799999999999997
15961423,1351074032.407,19192000,44315,-18355,1587.42,1001.4639999999999,0.36700000000000005,0.345
15961437,1351074032.449,19192000,44358,-18340,1587.42,1004.552,0.424,0.316
15961451,1351074032.4889998,19192000,44389,-18327,1587.42,1006.987,0.434,0.298
15961465,1351074032.533,19192000,44423,-18312,1587.42,927.21,0.425,0.32
15961479,1351074032.574,19192000,44386,-18062,1587.42,1032.872,0.8959999999999999,0.794
15961493,1351074032.6169999,19192000,44404,-18023,1587.42,926.924,0.892,0.835
15961507,1351074032.658,19192000,44395,-18011,1587.42,890.9580000000001,0.8909999999999999,0.85
15961521,1351074032.698,19192000,44402,-17996,1587.42,803.791,0.875,0.873
15961535,1351074032.7389998,19192000,44418,-17961,1587.42,873.855,0.9009999999999999,0.88
15961549,1351074032.777,19192000,44422,-17925,1587.42,912.602,0.95,0.904
15961563,1351074032.82,19192000,44407,-17899,1587.42,942.427,0.972,0.9640000000000001
15961577,1351074032.859,19192000,44383,-17886,1587.42,944.367,1.062,1.057
15961591,1351074032.9,19192000,44365,-17871,1587.42,960.0930000000001,1.033,1.078
15961605,1351074032.942,19192000,44362,-17853,1587.42,1074.139,1.028,1.089
15961619,1351074032.981,19192000,44362,-17836,1587.42,1083.083,1.055,1.078
15961633,1351074033.022,19192000,44375,-17804,1587.42,1148.3339999999998,0.985,1.012
15961647,1351074033.069,19192000,44391,-17750,1587.42,1191.797,1.022,1.021
15961661,1351074033.111,19192000,44401,-17732,1587.42,1103.052,0.971,0.9690000000000001
15961675,1351074033.151,19192000,44364,-17787,1587.42,740.278,0.997,0.904
15961689,1351074033.193,19192000,44336,-17823,1587.42,586.876,0.8079999999999999,0.8240000000000001
15961703,1351074033.235,19192000,44310,-17852,1587.42,490.509,0.685,0.695
15961717,1351074033.277,19192000,44336,-17857,1587.42,541.73,0.6729999999999999,0.551
15961731,1351074033.319,19192000,44368,-17858,1587.42,625.373,0.528,0.45899999999999996
15961745,1351074033.3639998,19192000,44391,-17850,1587.42,734.4730000000001,0.45899999999999996,0.42200000000000004
15961759,1351074033.4060001,19192000,44406,-17839,1587.42,776.809,0.506,0.455
15961773,1351074033.45,19192000,44430,-17833,1587.42,814.459,0.415,0.435
15961787,1351074033.4910002,19192000,44452,-17835,1587.42,816.2539999999999,0.327,0.369
15961801,1351074033.532,19192000,44483,-17819,1587.42,805.137,0.33799999999999997,0.365
15961815,1351074033.576,19192000,44517,-17805,1587.42,769.947,0.36700000000000005,0.38799999999999996
15961829,1351074033.6160002,19192000,44546,-17788,1587.42,773.102,0.52,0.4
15961843,1351074033.657,19192000,44571,-17770,1587.42,742.2339999999999,0.5589999999999999,0.439
15961857,1351074033.697,19192000,44594,-17745,1587.42,782.5160000000001,0.564,0.414
15961871,1351074033.736,19192000,44624,-17731,1587.42,767.221,0.546,0.46
15961885,1351074033.779,19192000,44646,-17716,1587.42,761.52,0.516,0.436
15961899,1351074033.822,19192000,44688,-17706,1587.42,767.914,0.44799999999999995,0.502
15961913,1351074033.863,19192000,44705,-17699,1587.42,734.133,0.369,0.457
